1 0.225246 0.394798 0.576951 0.740866 0.922747 1.081440 1.256587 1.473910 1.604563 1.769485 1.946128
2 0.119673 0.204736 0.290148 0.379961 0.464741 0.560481 0.644974 0.732366 0.818832 0.902140 0.987849
3 0.080950 0.141404 0.194558 0.259511 0.315066 0.373270 0.434869 0.489135 0.545463 0.607523 0.664463
4 0.065160 0.106413 0.149130 0.195491 0.233558 0.280617 0.328042 0.369642 0.407754 0.460032 0.501807
5 0.063261 0.088443 0.131874 0.177046 0.240572 0.230969 0.267723 0.308708 0.350313 0.380292 0.421053
6 0.046443 0.076916 0.109086 0.136340 0.169303 0.199986 0.230558 0.258954 0.290865 0.317364 0.351538
7 0.037822 0.067850 0.090540 0.116351 0.146720 0.169755 0.194193 0.220542 0.250224 0.272986 0.302829
8 0.036611 0.060559 0.081403 0.102554 0.126233 0.153769 0.172487 0.193352 0.217513 0.240265 0.263804
9 0.030496 0.054287 0.075037 0.093967 0.116819 0.131748 0.158193 0.174651 0.192367 0.214663 0.232162
10 0.033205 0.050331 0.067832 0.082475 0.103764 0.157301 0.138050 0.155608 0.222747 0.203931 0.212407
11 0.029520 0.048592 0.062718 0.073479 0.091305 0.123525 0.129991 0.146955 0.161413 0.176008 0.195288
12 0.033178 0.040474 0.060413 0.074375 0.084504 0.102200 0.122923 0.169093 0.146839 0.163149 0.176307
