1 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2 1.8821789376049736 1.9283272116286339 1.988471400802349 1.9498474843470779 1.9855080571759323 1.9294855668613209 1.948275434358594 2.0125319853734336 1.9595753463469918 1.9614305983550224 1.9700662753113078
3 2.782532427424336 2.7919860824304825 2.9654447516935822 2.854853936827341 2.92874191439254 2.8972057759798537 2.889575941260471 3.0132989869872326 2.941653237708149 2.9126222381704063 2.9288733909939304
4 3.456813996316759 3.7100542226983544 3.868778917722792 3.7897703730606525 3.950825919043664 3.853793604806551 3.8305674273416206 3.9873986181223993 3.935125099937707 3.846438943377852 3.878240040493656
5 3.560582349314744 4.4638693848015105 4.375017061740753 4.184596093670572 3.8356375638062614 4.682186786971411 4.6936086925665705 4.774447050287003 4.580369555226326 4.6529640381601505 4.622049955706289
6 4.849945093986177 5.13284622185241 5.288955502997634 5.433959219598064 5.450269634914916 5.407578530497135 5.4501990822265975 5.691783096611753 5.516521410276245 5.5755693777492095 5.5360387781690745
7 5.955422769816509 5.818688282977155 6.37233267064281 6.367508659143454 6.289169847328244 6.37059291331625 6.4708151169197645 6.683126116567366 6.412506394270733 6.481962444960547 6.426491518315617
8 6.152413209144793 6.519229181459402 7.087588909499649 7.224155079275309 7.3098714282319195 7.032886992826903 7.285111341724304 7.622936406140097 7.3768602336412075 7.364722285809418 7.377173962487302
9 7.386083420776496 7.2724224952566905 7.688886815837519 7.884321091446998 7.898946233061402 8.208397850441752 7.943379289854797 8.439172979255773 8.3411551877401 8.24308334459129 8.38262937087034
10 6.783496461376299 7.844032504818104 8.505587333411958 8.98291603516217 8.892747002814078 6.87497218708082 9.102404925751538 9.471942316590408 7.203522381895154 8.676880905796569 9.162259247576586
11 7.630284552845528 8.12475304576885 9.1991294365254 10.082690292464514 10.106204479491813 8.754826958105646 9.666723080828673 10.029668946276072 9.940729681004628 10.05343507113313 9.965425422965058
12 6.7890168183736215 9.75436082423284 9.550113386191713 9.961223529411766 10.919565937707091 10.581604696673189 10.2225539565419 8.716564257538751 10.927362621646838 10.8458219173884 11.038291162574374
