problem_size,block_size,grid_size,cpu_time,gpu_time,errors
262144,288,1,1.692000,3.568000,0
262144,320,1,1.692000,3.254000,0
262144,320,1,1.697000,3.252000,0
262144,320,1,2.829000,4.062000,0
262144,320,1,1.695000,3.252000,0
262144,320,1,1.694000,3.251000,0
262144,320,1,1.701000,3.255000,0
262144,320,1,1.694000,3.254000,0
262144,320,1,1.695000,3.254000,0
262144,320,1,2.813000,4.099000,0
262144,320,1,1.701000,3.252000,0
262144,352,1,1.683000,3.001000,0
262144,352,1,1.689000,3.003000,0
262144,352,1,1.692000,3.002000,0
262144,352,1,1.698000,3.003000,0
262144,352,1,1.698000,3.003000,0
262144,352,1,2.162000,3.003000,0
262144,352,1,1.698000,3.002000,0
262144,352,1,1.702000,3.004000,0
262144,352,1,1.692000,3.004000,0
262144,352,1,2.818000,3.825000,0
262144,384,1,1.691000,2.792000,0
262144,384,1,1.948000,2.794000,0
262144,384,1,1.694000,2.793000,0
262144,384,1,1.691000,2.792000,0
262144,384,1,1.695000,2.794000,0
262144,384,1,2.821000,3.417000,0
262144,384,1,2.814000,3.471000,0
262144,384,1,2.814000,3.379000,0
262144,384,1,2.810000,3.413000,0
262144,384,1,1.694000,2.792000,0
262144,416,1,1.698000,2.616000,0
262144,416,1,2.815000,3.191000,0
262144,416,1,1.691000,2.616000,0
262144,416,1,1.686000,2.616000,0
262144,416,1,1.692000,2.616000,0
262144,416,1,1.692000,2.617000,0
262144,416,1,1.692000,2.616000,0
262144,416,1,1.694000,2.617000,0
262144,416,1,1.691000,2.619000,0
262144,416,1,1.696000,2.616000,0
262144,448,1,1.691000,2.478000,0
262144,448,1,1.685000,2.477000,0
262144,448,1,2.819000,2.960000,0
262144,448,1,1.938000,2.477000,0
262144,448,1,1.689000,2.478000,0
262144,448,1,1.939000,2.477000,0
262144,448,1,1.694000,2.477000,0
262144,448,1,2.816000,2.998000,0
262144,448,1,2.809000,2.917000,0
262144,448,1,1.699000,2.476000,0
262144,480,1,1.689000,2.343000,0
262144,480,1,2.157000,2.342000,0
262144,480,1,1.695000,2.342000,0
262144,480,1,2.816000,2.722000,0
262144,480,1,1.689000,2.345000,0
262144,480,1,1.698000,2.343000,0
262144,480,1,1.687000,2.344000,0
262144,480,1,1.690000,2.344000,0
262144,480,1,1.689000,2.342000,0
262144,480,1,2.810000,2.712000,0
262144,512,1,1.692000,2.220000,0
262144,512,1,1.690000,2.220000,0
262144,512,1,1.697000,2.216000,0
262144,512,1,1.691000,2.220000,0
262144,512,1,2.822000,2.584000,0
262144,512,1,1.697000,2.221000,0
262144,512,1,1.695000,2.220000,0
262144,512,1,1.691000,2.222000,0
262144,512,1,1.702000,2.223000,0
262144,512,1,1.692000,2.222000,0
262144,544,1,2.441000,2.169000,0
262144,544,1,1.697000,2.129000,0
262144,544,1,1.691000,2.132000,0
262144,544,1,1.697000,2.128000,0
262144,544,1,1.696000,2.130000,0
262144,544,1,2.815000,2.429000,0
262144,544,1,1.694000,2.125000,0
262144,544,1,1.693000,2.128000,0
262144,544,1,1.694000,2.130000,0
262144,544,1,1.699000,2.127000,0
262144,576,1,2.810000,2.302000,0
262144,576,1,1.700000,2.045000,0
262144,576,1,1.692000,2.042000,0
262144,576,1,1.698000,2.050000,0
262144,576,1,1.699000,2.050000,0
262144,576,1,1.692000,2.044000,0
262144,576,1,1.699000,2.050000,0
262144,576,1,1.698000,2.044000,0
262144,576,1,1.692000,2.051000,0
262144,576,1,1.697000,2.045000,0
262144,608,1,1.690000,1.970000,0
262144,608,1,2.821000,2.166000,0
262144,608,1,1.910000,1.969000,0
262144,608,1,1.692000,1.970000,0
262144,608,1,1.693000,1.969000,0
262144,608,1,1.704000,1.969000,0
262144,608,1,2.809000,2.217000,0
262144,608,1,1.691000,1.969000,0
262144,608,1,1.693000,1.970000,0
262144,608,1,1.692000,1.970000,0
262144,640,1,2.885000,2.029000,0
262144,640,1,1.695000,1.904000,0
262144,640,1,2.819000,2.083000,0
262144,640,1,1.692000,1.902000,0
262144,640,1,1.745000,1.902000,0
262144,640,1,1.699000,1.902000,0
262144,640,1,1.697000,1.902000,0
262144,640,1,1.699000,1.902000,0
262144,640,1,1.693000,1.902000,0
262144,640,1,1.696000,1.902000,0
262144,672,1,1.691000,1.835000,0
262144,672,1,1.690000,1.838000,0
262144,672,1,1.688000,1.836000,0
262144,672,1,2.822000,1.997000,0
262144,672,1,1.695000,1.835000,0
262144,672,1,1.696000,1.837000,0
262144,672,1,1.692000,1.837000,0
262144,672,1,1.698000,1.835000,0
262144,672,1,1.693000,1.834000,0
262144,672,1,2.820000,2.002000,0
262144,704,1,1.695000,1.776000,0
262144,704,1,1.696000,1.778000,0
262144,704,1,1.698000,1.778000,0
262144,704,1,1.693000,1.775000,0
262144,704,1,2.826000,1.965000,0
262144,704,1,1.694000,1.776000,0
262144,704,1,1.695000,1.777000,0
262144,704,1,1.697000,1.776000,0
262144,704,1,1.695000,1.777000,0
262144,704,1,1.883000,1.777000,0
262144,736,1,2.811000,1.798000,0
262144,736,1,1.695000,1.729000,0
262144,736,1,1.694000,1.729000,0
262144,736,1,1.701000,1.728000,0
262144,736,1,1.686000,1.729000,0
262144,736,1,1.693000,1.729000,0
262144,736,1,1.694000,1.728000,0
262144,736,1,1.697000,1.729000,0
262144,736,1,1.691000,1.728000,0
262144,736,1,1.693000,1.729000,0
262144,768,1,1.696000,1.682000,0
262144,768,1,2.726000,1.803000,0
262144,768,1,1.693000,1.681000,0
262144,768,1,1.942000,1.680000,0
262144,768,1,1.696000,1.683000,0
262144,768,1,1.697000,1.679000,0
262144,768,1,2.814000,1.760000,0
262144,768,1,1.695000,1.682000,0
262144,768,1,1.694000,1.682000,0
262144,768,1,1.689000,1.683000,0
262144,800,1,1.689000,1.631000,0
262144,800,1,2.801000,1.666000,0
262144,800,1,1.692000,1.632000,0
262144,800,1,1.692000,1.632000,0
262144,800,1,1.688000,1.631000,0
262144,800,1,1.686000,1.631000,0
262144,800,1,1.690000,1.630000,0
262144,800,1,1.689000,1.631000,0
262144,800,1,1.692000,1.633000,0
262144,800,1,1.694000,1.631000,0
262144,832,1,1.697000,1.598000,0
262144,832,1,1.693000,1.598000,0
262144,832,1,1.686000,1.600000,0
262144,832,1,2.817000,1.608000,0
262144,832,1,1.694000,1.599000,0
262144,832,1,1.683000,1.597000,0
262144,832,1,1.690000,1.598000,0
262144,832,1,1.692000,1.599000,0
262144,832,1,2.812000,1.645000,0
262144,832,1,1.699000,1.600000,0
262144,864,1,1.687000,1.559000,0
262144,864,1,1.696000,1.559000,0
262144,864,1,1.690000,1.558000,0
262144,864,1,1.693000,1.558000,0
262144,864,1,2.815000,1.595000,0
262144,864,1,1.684000,1.560000,0
262144,864,1,1.696000,1.559000,0
262144,864,1,1.690000,1.560000,0
262144,864,1,1.695000,1.558000,0
262144,864,1,2.819000,1.556000,0
262144,896,1,1.689000,1.528000,0
262144,896,1,1.691000,1.526000,0
262144,896,1,1.685000,1.527000,0
262144,896,1,1.693000,1.527000,0
262144,896,1,1.699000,1.529000,0
262144,896,1,1.986000,1.524000,0
262144,896,1,1.693000,1.522000,0
262144,896,1,1.691000,1.529000,0
262144,896,1,1.696000,1.527000,0
262144,896,1,1.684000,1.526000,0
262144,928,1,2.814000,1.492000,0
262144,928,1,1.702000,1.495000,0
262144,928,1,1.693000,1.494000,0
262144,928,1,1.690000,1.495000,0
262144,928,1,1.700000,1.495000,0
262144,928,1,1.694000,1.493000,0
262144,928,1,1.698000,1.494000,0
262144,928,1,1.690000,1.495000,0
262144,928,1,1.693000,1.494000,0
262144,928,1,1.686000,1.495000,0
262144,960,1,1.690000,1.471000,0
262144,960,1,2.824000,1.466000,0
262144,960,1,1.693000,1.469000,0
262144,960,1,1.766000,1.471000,0
262144,960,1,1.699000,1.469000,0
262144,960,1,1.694000,1.469000,0
262144,960,1,1.695000,1.469000,0
262144,960,1,2.825000,1.466000,0
262144,960,1,1.689000,1.470000,0
262144,960,1,1.688000,1.469000,0
262144,992,1,1.692000,1.442000,0
262144,992,1,1.694000,1.444000,0
262144,992,1,2.815000,1.438000,0
262144,992,1,1.702000,1.443000,0
262144,992,1,1.702000,1.444000,0
262144,992,1,1.699000,1.441000,0
262144,992,1,1.697000,1.441000,0
262144,992,1,1.692000,1.442000,0
262144,992,1,2.825000,1.439000,0
262144,992,1,1.697000,1.443000,0
262144,1024,1,1.694000,1.414000,0
262144,1024,1,1.692000,1.418000,0
262144,1024,1,1.699000,1.416000,0
262144,1024,1,2.816000,1.414000,0
262144,1024,1,1.701000,1.417000,0
262144,1024,1,1.692000,1.417000,0
262144,1024,1,1.701000,1.415000,0
262144,1024,1,1.694000,1.416000,0
262144,1024,1,1.696000,1.415000,0
262144,1024,1,1.699000,1.416000,0
524288,32,1,3.392000,57.566002,0
524288,32,1,3.395000,57.566002,0
524288,32,1,3.388000,57.563999,0
524288,32,1,3.394000,57.570000,0
524288,32,1,3.390000,57.568001,0
524288,32,1,4.108000,60.862000,0
524288,32,1,5.649000,67.210999,0
524288,32,1,3.398000,57.571999,0
524288,32,1,3.391000,57.564999,0
524288,32,1,3.395000,57.568001,0
524288,64,1,5.637000,39.696999,0
524288,64,1,3.391000,28.982000,0
524288,64,1,3.391000,28.978001,0
524288,64,1,3.393000,28.980000,0
524288,64,1,3.389000,28.981001,0
524288,64,1,5.643000,40.591000,0
524288,64,1,3.397000,28.982000,0
524288,64,1,3.397000,28.981001,0
524288,64,1,3.412000,28.975000,0
524288,64,1,5.635000,41.848000,0
524288,96,1,3.380000,19.459000,0
524288,96,1,3.385000,19.461000,0
524288,96,1,3.406000,19.461000,0
524288,96,1,3.391000,19.458000,0
524288,96,1,3.399000,19.459000,0
524288,96,1,3.389000,19.461000,0
524288,96,1,3.397000,19.458000,0
524288,96,1,3.397000,19.461000,0
524288,96,1,5.663000,26.913000,0
524288,96,1,3.395000,19.465000,0
524288,128,1,3.389000,14.709000,0
524288,128,1,3.367000,14.710000,0
524288,128,1,3.388000,14.710000,0
524288,128,1,3.397000,14.710000,0
524288,128,1,3.396000,14.708000,0
524288,128,1,3.394000,14.710000,0
524288,128,1,3.394000,14.715000,0
524288,128,1,3.392000,14.707000,0
524288,128,1,5.634000,18.162001,0
524288,128,1,3.390000,14.709000,0
524288,160,1,3.385000,11.898000,0
524288,160,1,3.395000,11.901000,0
524288,160,1,3.390000,11.902000,0
524288,160,1,5.652000,16.080000,0
524288,160,1,3.391000,11.902000,0
524288,160,1,3.389000,11.904000,0
524288,160,1,3.386000,11.902000,0
524288,160,1,3.432000,11.905000,0
524288,160,1,5.636000,16.900999,0
524288,160,1,3.390000,11.910000,0
524288,192,1,3.389000,10.023000,0
524288,192,1,3.395000,10.052000,0
524288,192,1,3.390000,10.024000,0
524288,192,1,5.648000,13.922000,0
524288,192,1,3.379000,10.023000,0
524288,192,1,3.575000,10.024000,0
524288,192,1,3.385000,10.035000,0
524288,192,1,3.389000,10.025000,0
524288,192,1,5.653000,14.017000,0
524288,192,1,3.383000,10.025000,0
524288,224,1,3.391000,8.682000,0
524288,224,1,3.392000,8.678000,0
524288,224,1,3.401000,8.680000,0
524288,224,1,5.632000,11.443000,0
524288,224,1,3.603000,8.678000,0
524288,224,1,3.386000,8.678000,0
524288,224,1,3.390000,8.677000,0
524288,224,1,3.398000,8.679000,0
524288,224,1,5.641000,11.447000,0
524288,224,1,3.395000,8.680000,0
524288,256,1,3.386000,7.678000,0
524288,256,1,3.391000,7.681000,0
524288,256,1,3.385000,7.677000,0
524288,256,1,5.633000,9.947000,0
524288,256,1,3.390000,7.680000,0
524288,256,1,3.405000,7.677000,0
524288,256,1,3.396000,7.690000,0
524288,256,1,3.398000,7.679000,0
524288,256,1,4.519000,10.310000,0
524288,256,1,3.390000,7.678000,0
524288,288,1,3.879000,6.899000,0
524288,288,1,3.386000,6.900000,0
524288,288,1,3.399000,6.900000,0
524288,288,1,5.631000,6.901000,0
524288,288,1,4.905000,7.968000,0
524288,288,1,3.391000,6.898000,0
524288,288,1,3.394000,6.899000,0
524288,288,1,3.390000,6.900000,0
524288,288,1,5.647000,9.129000,0
524288,288,1,3.391000,6.899000,0
524288,320,1,3.398000,6.277000,0
524288,320,1,3.419000,6.270000,0
524288,320,1,3.393000,6.270000,0
524288,320,1,5.634000,8.123000,0
524288,320,1,5.643000,8.192000,0
524288,320,1,3.389000,6.274000,0
524288,320,1,3.398000,6.269000,0
524288,320,1,3.398000,6.269000,0
524288,320,1,3.390000,6.271000,0
524288,320,1,3.874000,8.438000,0
524288,352,1,3.389000,5.772000,0
524288,352,1,3.404000,5.773000,0
524288,352,1,3.387000,5.785000,0
524288,352,1,3.393000,5.774000,0
524288,352,1,5.642000,7.472000,0
524288,352,1,3.392000,5.773000,0
524288,352,1,3.392000,5.773000,0
524288,352,1,3.590000,5.774000,0
524288,352,1,3.384000,5.773000,0
524288,352,1,5.634000,7.452000,0
524288,384,1,3.389000,5.355000,0
524288,384,1,3.385000,5.354000,0
524288,384,1,3.386000,5.355000,0
524288,384,1,3.392000,5.356000,0
524288,384,1,3.396000,5.366000,0
524288,384,1,3.394000,5.354000,0
524288,384,1,3.384000,5.356000,0
524288,384,1,3.394000,5.352000,0
524288,384,1,3.386000,5.355000,0
524288,384,1,3.389000,5.952000,0
524288,416,1,3.411000,4.996000,0
524288,416,1,3.398000,4.996000,0
524288,416,1,3.399000,5.005000,0
524288,416,1,3.387000,4.997000,0
524288,416,1,5.695000,6.227000,0
524288,416,1,3.389000,4.997000,0
524288,416,1,3.401000,4.996000,0
524288,416,1,3.390000,4.996000,0
524288,416,1,3.392000,4.997000,0
524288,416,1,4.882000,5.363000,0
524288,448,1,3.383000,4.718000,0
524288,448,1,4.359000,4.716000,0
524288,448,1,3.396000,4.718000,0
524288,448,1,3.394000,4.718000,0
524288,448,1,5.227000,4.718000,0
524288,448,1,3.386000,4.717000,0
524288,448,1,3.404000,4.718000,0
524288,448,1,3.391000,4.718000,0
524288,448,1,3.392000,4.719000,0
524288,448,1,3.406000,4.719000,0
524288,480,1,3.393000,4.449000,0
524288,480,1,3.393000,4.449000,0
524288,480,1,3.397000,4.450000,0
524288,480,1,3.391000,4.449000,0
524288,480,1,3.395000,4.452000,0
524288,480,1,3.389000,4.452000,0
524288,480,1,3.398000,4.450000,0
524288,480,1,3.395000,4.450000,0
524288,480,1,3.392000,4.461000,0
524288,480,1,3.386000,4.450000,0
524288,512,1,3.386000,4.542000,0
524288,512,1,3.394000,4.207000,0
524288,512,1,3.383000,4.208000,0
524288,512,1,3.399000,4.208000,0
524288,512,1,3.395000,4.208000,0
524288,512,1,5.640000,5.305000,0
524288,512,1,3.392000,4.209000,0
524288,512,1,3.397000,4.208000,0
524288,512,1,3.392000,4.211000,0
524288,512,1,3.395000,4.209000,0
524288,544,1,3.398000,4.021000,0
524288,544,1,3.387000,4.026000,0
524288,544,1,3.889000,4.015000,0
524288,544,1,3.395000,4.041000,0
524288,544,1,3.395000,4.024000,0
524288,544,1,3.388000,4.024000,0
524288,544,1,3.394000,4.021000,0
524288,544,1,3.399000,4.025000,0
524288,544,1,3.391000,4.026000,0
524288,544,1,3.394000,4.025000,0
524288,576,1,3.384000,3.868000,0
524288,576,1,3.384000,3.875000,0
524288,576,1,3.380000,3.864000,0
524288,576,1,3.384000,3.867000,0
524288,576,1,3.386000,3.870000,0
524288,576,1,3.404000,3.850000,0
524288,576,1,5.640000,4.725000,0
524288,576,1,3.388000,3.872000,0
524288,576,1,3.392000,3.861000,0
524288,576,1,3.588000,3.869000,0
524288,608,1,3.391000,3.705000,0
524288,608,1,5.633000,4.219000,0
524288,608,1,3.387000,3.703000,0
524288,608,1,3.389000,3.696000,0
524288,608,1,3.386000,3.704000,0
524288,608,1,3.388000,3.706000,0
524288,608,1,5.629000,4.369000,0
524288,608,1,3.400000,3.701000,0
524288,608,1,3.390000,3.703000,0
524288,608,1,3.395000,3.704000,0
524288,640,1,3.390000,3.571000,0
524288,640,1,5.644000,4.095000,0
524288,640,1,3.388000,3.571000,0
524288,640,1,3.406000,3.571000,0
524288,640,1,5.645000,4.041000,0
524288,640,1,3.387000,3.570000,0
524288,640,1,3.395000,3.572000,0
524288,640,1,5.644000,4.163000,0
524288,640,1,3.390000,3.579000,0
524288,640,1,3.396000,3.570000,0
524288,672,1,3.386000,3.438000,0
524288,672,1,3.394000,3.450000,0
524288,672,1,5.636000,3.872000,0
524288,672,1,3.385000,3.437000,0
524288,672,1,3.390000,3.441000,0
524288,672,1,3.394000,3.437000,0
524288,672,1,3.391000,3.436000,0
524288,672,1,5.637000,3.888000,0
524288,672,1,3.391000,3.436000,0
524288,672,1,3.397000,3.444000,0
524288,704,1,3.389000,3.319000,0
524288,704,1,3.399000,3.320000,0
524288,704,1,5.642000,3.649000,0
524288,704,1,3.374000,3.318000,0
524288,704,1,3.382000,3.319000,0
524288,704,1,3.436000,3.323000,0
524288,704,1,3.386000,3.319000,0
524288,704,1,3.392000,3.319000,0
524288,704,1,3.395000,3.319000,0
524288,704,1,3.392000,3.319000,0
524288,736,1,3.388000,3.235000,0
524288,736,1,3.395000,3.221000,0
524288,736,1,3.400000,3.220000,0
524288,736,1,3.388000,3.220000,0
524288,736,1,3.382000,3.222000,0
524288,736,1,3.391000,3.220000,0
524288,736,1,3.391000,3.221000,0
524288,736,1,3.402000,3.221000,0
524288,736,1,5.634000,4.063000,0
524288,736,1,3.402000,3.221000,0
524288,768,1,3.392000,3.127000,0
524288,768,1,3.394000,3.129000,0
524288,768,1,3.391000,3.128000,0
524288,768,1,3.396000,3.128000,0
524288,768,1,5.626000,3.508000,0
524288,768,1,3.385000,3.127000,0
524288,768,1,3.397000,3.128000,0
524288,768,1,3.401000,3.127000,0
524288,768,1,3.393000,3.130000,0
524288,768,1,3.390000,3.127000,0
524288,800,1,3.398000,3.032000,0
524288,800,1,3.594000,3.031000,0
524288,800,1,3.392000,3.032000,0
524288,800,1,3.403000,3.031000,0
524288,800,1,3.396000,3.031000,0
524288,800,1,3.886000,3.031000,0
524288,800,1,3.385000,3.044000,0
524288,800,1,3.394000,3.031000,0
524288,800,1,3.396000,3.032000,0
524288,800,1,5.642000,3.218000,0
524288,832,1,3.395000,2.959000,0
524288,832,1,3.391000,2.960000,0
524288,832,1,3.396000,2.959000,0
524288,832,1,3.383000,2.961000,0
524288,832,1,3.389000,2.960000,0
524288,832,1,3.401000,2.960000,0
524288,832,1,3.407000,2.961000,0
524288,832,1,3.389000,2.959000,0
524288,832,1,3.394000,2.952000,0
524288,832,1,3.400000,2.960000,0
524288,864,1,3.390000,2.881000,0
524288,864,1,3.397000,2.881000,0
524288,864,1,3.396000,2.882000,0
524288,864,1,3.398000,2.881000,0
524288,864,1,3.883000,2.880000,0
524288,864,1,3.392000,2.881000,0
524288,864,1,3.393000,2.881000,0
524288,864,1,3.406000,2.882000,0
524288,864,1,3.386000,2.881000,0
524288,864,1,3.401000,2.882000,0
524288,896,1,3.389000,2.875000,0
524288,896,1,3.391000,2.822000,0
524288,896,1,3.400000,2.822000,0
524288,896,1,3.394000,2.827000,0
524288,896,1,3.396000,2.823000,0
524288,896,1,5.630000,3.035000,0
524288,896,1,3.392000,2.823000,0
524288,896,1,3.396000,2.822000,0
524288,896,1,3.386000,2.835000,0
524288,896,1,3.394000,2.823000,0
524288,928,1,3.392000,2.753000,0
524288,928,1,3.395000,2.754000,0
524288,928,1,3.364000,2.753000,0
524288,928,1,3.390000,2.752000,0
524288,928,1,3.388000,2.754000,0
524288,928,1,3.407000,2.754000,0
524288,928,1,3.383000,2.766000,0
524288,928,1,3.395000,2.754000,0
524288,928,1,3.391000,2.753000,0
524288,928,1,3.386000,2.766000,0
524288,960,1,3.385000,2.704000,0
524288,960,1,5.641000,2.700000,0
524288,960,1,3.393000,2.703000,0
524288,960,1,3.385000,2.703000,0
524288,960,1,3.392000,2.703000,0
524288,960,1,3.489000,2.701000,0
524288,960,1,5.634000,2.693000,0
524288,960,1,3.386000,2.714000,0
524288,960,1,3.385000,2.704000,0
524288,960,1,3.382000,2.704000,0
524288,992,1,3.389000,2.658000,0
524288,992,1,5.627000,2.680000,0
524288,992,1,3.399000,2.647000,0
524288,992,1,3.398000,2.648000,0
524288,992,1,3.398000,2.647000,0
524288,992,1,3.360000,2.659000,0
524288,992,1,5.624000,2.645000,0
524288,992,1,3.403000,2.647000,0
524288,992,1,3.396000,2.649000,0
524288,992,1,5.633000,2.668000,0
524288,1024,1,5.629000,2.598000,0
524288,1024,1,5.638000,2.598000,0
524288,1024,1,5.648000,2.595000,0
524288,1024,1,3.384000,2.613000,0
524288,1024,1,3.391000,2.603000,0
524288,1024,1,3.396000,2.601000,0
524288,1024,1,3.387000,2.612000,0
524288,1024,1,5.635000,2.626000,0
524288,1024,1,3.389000,2.597000,0
524288,1024,1,3.392000,2.597000,0
1048576,32,1,6.840000,114.931000,0
1048576,32,1,6.823000,149.671997,0
1048576,32,1,6.846000,114.929001,0
1048576,32,1,6.845000,114.929001,0
1048576,32,1,6.843000,139.503006,0
1048576,32,1,6.838000,114.928001,0
1048576,32,1,6.848000,114.928001,0
1048576,32,1,6.867000,127.226997,0
1048576,32,1,6.836000,114.935997,0
1048576,32,1,7.830000,114.929001,0
1048576,64,1,6.852000,57.721001,0
1048576,64,1,6.838000,57.716999,0
1048576,64,1,6.855000,57.716000,0
1048576,64,1,11.332000,70.026001,0
1048576,64,1,6.836000,57.716000,0
1048576,64,1,6.849000,57.721001,0
1048576,64,1,7.845000,57.720001,0
1048576,64,1,11.352000,82.474998,0
1048576,64,1,7.859000,62.937000,0
1048576,64,1,6.855000,57.722000,0
1048576,96,1,11.343000,49.494999,0
1048576,96,1,6.871000,38.688000,0
1048576,96,1,6.867000,38.689999,0
1048576,96,1,6.864000,38.683998,0
1048576,96,1,11.362000,52.631001,0
1048576,96,1,6.859000,38.692001,0
1048576,96,1,6.871000,38.688000,0
1048576,96,1,6.863000,38.687000,0
1048576,96,1,11.328000,54.672001,0
1048576,96,1,6.837000,38.688000,0
1048576,128,1,6.845000,29.198000,0
1048576,128,1,6.857000,29.188999,0
1048576,128,1,6.874000,29.188999,0
1048576,128,1,6.848000,29.191000,0
1048576,128,1,6.862000,29.188999,0
1048576,128,1,6.843000,29.188000,0
1048576,128,1,6.844000,29.194000,0
1048576,128,1,6.840000,29.187000,0
1048576,128,1,6.851000,29.187000,0
1048576,128,1,7.076000,29.190001,0
1048576,160,1,6.846000,23.563000,0
1048576,160,1,11.335000,32.512001,0
1048576,160,1,6.857000,23.566999,0
1048576,160,1,7.860000,23.566999,0
1048576,160,1,6.836000,23.562000,0
1048576,160,1,11.352000,31.607000,0
1048576,160,1,6.855000,23.566000,0
1048576,160,1,8.259000,23.563999,0
1048576,160,1,6.861000,23.565001,0
1048576,160,1,6.855000,23.566999,0
1048576,192,1,11.327000,27.531000,0
1048576,192,1,6.844000,19.816999,0
1048576,192,1,6.850000,19.816000,0
1048576,192,1,6.856000,19.815001,0
1048576,192,1,11.348000,26.860001,0
1048576,192,1,6.873000,19.813999,0
1048576,192,1,6.856000,19.951000,0
1048576,192,1,6.852000,19.815001,0
1048576,192,1,11.360000,26.743999,0
1048576,192,1,6.840000,19.816000,0
1048576,224,1,6.863000,17.128000,0
1048576,224,1,6.844000,17.128000,0
1048576,224,1,6.843000,17.136000,0
1048576,224,1,11.348000,23.634001,0
1048576,224,1,6.864000,17.125999,0
1048576,224,1,6.850000,17.129000,0
1048576,224,1,7.067000,17.127001,0
1048576,224,1,11.382000,22.802999,0
1048576,224,1,6.838000,17.134001,0
1048576,224,1,6.846000,17.128000,0
1048576,256,1,6.847000,15.123000,0
1048576,256,1,6.840000,15.122000,0
1048576,256,1,6.845000,15.121000,0
1048576,256,1,6.842000,15.121000,0
1048576,256,1,6.839000,15.128000,0
1048576,256,1,6.835000,15.123000,0
1048576,256,1,11.394000,20.840000,0
1048576,256,1,6.835000,15.119000,0
1048576,256,1,6.837000,15.119000,0
1048576,256,1,6.829000,15.122000,0
1048576,288,1,6.829000,13.566000,0
1048576,288,1,11.387000,18.767000,0
1048576,288,1,6.838000,13.564000,0
1048576,288,1,6.838000,13.567000,0
1048576,288,1,7.700000,13.563000,0
1048576,288,1,11.365000,18.170000,0
1048576,288,1,6.839000,13.565000,0
1048576,288,1,6.850000,13.563000,0
1048576,288,1,6.847000,13.562000,0
1048576,288,1,6.842000,13.569000,0
1048576,320,1,10.444000,15.856000,0
1048576,320,1,6.841000,12.302000,0
1048576,320,1,6.843000,12.297000,0
1048576,320,1,6.849000,12.304000,0
1048576,320,1,11.399000,15.904000,0
1048576,320,1,7.079000,12.304000,0
1048576,320,1,6.868000,12.305000,0
1048576,320,1,7.841000,12.307000,0
1048576,320,1,6.851000,12.305000,0
1048576,320,1,6.853000,12.305000,0
1048576,352,1,6.842000,11.311000,0
1048576,352,1,6.853000,11.306000,0
1048576,352,1,7.054000,11.312000,0
1048576,352,1,11.392000,14.808000,0
1048576,352,1,6.843000,11.311000,0
1048576,352,1,6.859000,11.310000,0
1048576,352,1,6.832000,11.310000,0
1048576,352,1,6.856000,11.310000,0
1048576,352,1,11.341000,14.656000,0
1048576,352,1,6.835000,11.313000,0
1048576,384,1,6.858000,10.474000,0
1048576,384,1,6.848000,10.474000,0
1048576,384,1,11.333000,13.747000,0
1048576,384,1,6.854000,10.475000,0
1048576,384,1,6.860000,10.473000,0
1048576,384,1,6.877000,10.473000,0
1048576,384,1,6.865000,10.473000,0
1048576,384,1,11.335000,13.230000,0
1048576,384,1,6.841000,10.472000,0
1048576,384,1,6.829000,10.475000,0
1048576,416,1,6.870000,9.757000,0
1048576,416,1,6.840000,9.759000,0
1048576,416,1,6.867000,9.766000,0
1048576,416,1,6.850000,9.757000,0
1048576,416,1,6.857000,9.767000,0
1048576,416,1,6.858000,9.759000,0
1048576,416,1,11.343000,12.604000,0
1048576,416,1,6.838000,9.757000,0
1048576,416,1,6.829000,9.759000,0
1048576,416,1,6.854000,9.758000,0
1048576,448,1,6.844000,9.200000,0
1048576,448,1,6.861000,9.203000,0
1048576,448,1,6.855000,9.200000,0
1048576,448,1,6.844000,9.203000,0
1048576,448,1,6.856000,9.196000,0
1048576,448,1,6.831000,9.203000,0
1048576,448,1,11.329000,12.054000,0
1048576,448,1,6.843000,9.199000,0
1048576,448,1,7.046000,9.201000,0
1048576,448,1,6.840000,9.203000,0
1048576,480,1,11.366000,8.666000,0
1048576,480,1,6.860000,8.663000,0
1048576,480,1,6.861000,8.669000,0
1048576,480,1,6.842000,8.665000,0
1048576,480,1,6.861000,8.674000,0
1048576,480,1,11.556000,10.657000,0
1048576,480,1,6.860000,8.664000,0
1048576,480,1,6.830000,8.671000,0
1048576,480,1,6.854000,8.663000,0
1048576,480,1,11.328000,10.914000,0
1048576,512,1,6.842000,8.184000,0
1048576,512,1,6.846000,8.186000,0
1048576,512,1,7.072000,8.186000,0
1048576,512,1,6.851000,8.184000,0
1048576,512,1,6.845000,8.948000,0
1048576,512,1,6.836000,8.185000,0
1048576,512,1,6.880000,8.191000,0
1048576,512,1,6.859000,8.185000,0
1048576,512,1,6.860000,8.185000,0
1048576,512,1,11.340000,10.064000,0
1048576,544,1,6.861000,7.820000,0
1048576,544,1,6.850000,7.822000,0
1048576,544,1,6.843000,7.820000,0
1048576,544,1,11.329000,9.249000,0
1048576,544,1,6.849000,7.814000,0
1048576,544,1,6.847000,7.817000,0
1048576,544,1,6.836000,7.821000,0
1048576,544,1,6.834000,7.813000,0
1048576,544,1,11.351000,9.431000,0
1048576,544,1,6.850000,7.811000,0
1048576,576,1,7.829000,7.509000,0
1048576,576,1,6.848000,7.506000,0
1048576,576,1,6.844000,7.515000,0
1048576,576,1,6.842000,7.467000,0
