problem_size,block_size,grid_size,cpu_time,gpu_time,errors
262144,224,1,2.810000,5.981000,0
262144,224,1,1.698000,4.458000,0
262144,224,1,1.693000,4.457000,0
262144,224,1,1.692000,4.455000,0
262144,224,1,1.694000,4.457000,0
262144,256,1,2.812000,3.956000,0
262144,256,1,1.696000,3.955000,0
262144,256,1,1.694000,3.957000,0
262144,256,1,1.699000,3.954000,0
262144,256,1,1.690000,3.956000,0
262144,256,1,1.938000,3.955000,0
262144,256,1,2.813000,3.954000,0
262144,256,1,1.694000,3.954000,0
262144,256,1,1.694000,3.955000,0
262144,256,1,1.695000,3.955000,0
262144,288,1,1.697000,3.570000,0
262144,288,1,2.808000,3.563000,0
262144,288,1,1.694000,3.567000,0
262144,288,1,1.696000,3.568000,0
262144,288,1,1.699000,3.567000,0
262144,288,1,1.697000,3.568000,0
262144,288,1,1.694000,3.567000,0
262144,288,1,1.694000,4.508000,0
262144,288,1,1.698000,3.569000,0
